filename,label,name
blueberry.csv/blueberry_0006.jpg,good,blueberry
blueberry.csv/blueberry_0010.jpg,good,blueberry
blueberry.csv/blueberry_0013.jpg,good,blueberry
blueberry.csv/blueberry_0015.jpg,good,blueberry
blueberry.csv/blueberry_0018.jpg,good,blueberry
blueberry.csv/blueberry_0020.jpg,good,blueberry
blueberry.csv/blueberry_0025.jpg,good,blueberry
blueberry.csv/blueberry_0026.jpg,good,blueberry
blueberry.csv/blueberry_0027.jpg,good,blueberry
blueberry.csv/blueberry_0028.jpg,good,blueberry
blueberry.csv/blueberry_0029.jpg,good,blueberry
blueberry.csv/blueberry_0030.jpg,good,blueberry
blueberry.csv/blueberry_0032.jpg,good,blueberry
blueberry.csv/blueberry_0033.jpg,good,blueberry
blueberry.csv/blueberry_0034.jpg,good,blueberry
blueberry.csv/blueberry_0035.jpg,good,blueberry
blueberry.csv/blueberry_0036.jpg,good,blueberry
blueberry.csv/blueberry_0037.jpg,good,blueberry
blueberry.csv/blueberry_0038.jpg,good,blueberry
blueberry.csv/blueberry_0039.jpg,good,blueberry
blueberry.csv/blueberry_0040.jpg,good,blueberry
blueberry.csv/blueberry_0041.jpg,good,blueberry
blueberry.csv/blueberry_0042.jpg,good,blueberry
blueberry.csv/blueberry_0043.jpg,good,blueberry
blueberry.csv/blueberry_0044.jpg,good,blueberry
blueberry.csv/blueberry_0051.jpg,good,blueberry
blueberry.csv/blueberry_0052.jpg,good,blueberry
blueberry.csv/blueberry_0053.jpg,good,blueberry
blueberry.csv/blueberry_0056.jpg,good,blueberry
blueberry.csv/blueberry_0057.jpg,good,blueberry
blueberry.csv/blueberry_0058.jpg,good,blueberry
blueberry.csv/blueberry_0075.jpg,good,blueberry
blueberry.csv/blueberry_0081.jpg,good,blueberry
blueberry.csv/blueberry_0083.jpg,good,blueberry
blueberry.csv/blueberry_0084.jpg,good,blueberry
blueberry.csv/blueberry_0089.jpg,good,blueberry
blueberry.csv/blueberry_0090.jpg,good,blueberry
blueberry.csv/blueberry_0091.jpg,good,blueberry
blueberry.csv/blueberry_0093.jpg,good,blueberry
blueberry.csv/blueberry_0094.jpg,good,blueberry
blueberry.csv/blueberry_0095.jpg,good,blueberry
blueberry.csv/blueberry_0097.jpg,good,blueberry
blueberry.csv/blueberry_0101.jpg,good,blueberry
blueberry.csv/blueberry_0104.jpg,good,blueberry
blueberry.csv/blueberry_0105.jpg,good,blueberry
blueberry.csv/blueberry_0107.jpg,good,blueberry
